Company,Address,Phone,Website,YELP Profile,Rating - stars,Number of reviews,Prices,Venue type
Jupiters,10 Hackins Hey Liverpool L2 2AW,0151 227 5265,,https://www.yelp.co.uk/biz/jupiters-liverpool-2?osq=snooker,3.5 star rating,3 reviews,££,Gay Bars
Flanagan's Apple,18 Matthew Street Liverpool L2 6RE,0151 227 3345,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.flanagansappleliverpool.co.uk%2F&cachebuster=1639568146&website_link_type=website&src_bizid=wHa7B2G3PJHrbUIcmNueGA&s=92bf3fcd3fe28bcc282e271fc486f973fa827f44f662e5bbcbf06a5625940ae6,https://www.yelp.co.uk/biz/flanagans-apple-liverpool-2?osq=snooker,4 star rating,19 reviews,££,Pubs
Black Horse,641 Prescot Road Old Swan Liverpool L13 5XD,0151 228 1328,,https://www.yelp.co.uk/biz/black-horse-liverpool-2?osq=pubs,3.5 star rating,3 reviews,££,Pubs
The Crofters Arms,Twickenham Drive Roby Road Liverpool L36 4QG,0151 480 4421,,https://www.yelp.co.uk/biz/the-crofters-arms-liverpool-2?osq=pubs,3 star rating,3 reviews,££,Pubs
The Pumphouse,Albert Dock Liverpool L3 4AN,0151 709 2367,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.gkpubs.co.uk%2Fliverpool%2Fpump-house&cachebuster=1639568155&website_link_type=website&src_bizid=8aOpo-zZ1YAqw2EK4BvcmQ&s=b6b1fddb4a0744887479b077dcf67d640e605497e48e650fcaa9f4eeb904bb39,https://www.yelp.co.uk/biz/the-pumphouse-liverpool?osq=pubs,3 star rating,26 reviews,££,"Pubs, British, Fish & Chips"
The Melbourne,207 Green Lane Stoneycroft Liverpool L13 6RH,0151 259 6532,,https://www.yelp.co.uk/biz/the-melbourne-liverpool?osq=pubs,3 star rating,,££,Pubs
Wetherspoons,690-694 Queens Drive Liverpool L13 5UH,0151 220 2713,,https://www.yelp.co.uk/biz/wetherspoons-liverpool-3?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Grapes Inn,76 Allerton Road Woolton Liverpool L25 7RQ,0151 428 1157,,https://www.yelp.co.uk/biz/grapes-inn-liverpool?osq=pubs,4 star rating,3 reviews,££,Pubs
O'Neill's Liverpool,68 Hanover St Liverpool L1 4AG,0151 709 7360,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.oneills.co.uk%2Fnational-search%2Fnorth-west%2Fliverpool&cachebuster=1639568166&website_link_type=website&src_bizid=TLT8hUXGKNIvbp5sOEK-2Q&s=568a42438a895917d0367ce9a28480cbed0f605bca1257423be5ffdb87e7cf0d,https://www.yelp.co.uk/biz/o-neills-liverpool-liverpool?osq=pubs,3.5 star rating,12 reviews,££,Pubs
The Smugglers Cove,Albert Dock 22 Edward Pavilion Liverpool L3 4AF,0151 703 6555,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fthesmugglerscove.uk.com%2F&cachebuster=1639568169&website_link_type=website&src_bizid=xVRNRZ7f89jDmXNqQIHo4w&s=6c69c4af3c364acdfaa2e8d8569228f15e3cb34d863ad9634af83d1049760ea6,https://www.yelp.co.uk/biz/the-smugglers-cove-liverpool?osq=pubs,4 star rating,26 reviews,££,"Bars, British"
Bacchus Bar,Burlington Arcade New Street Birmingham B2 4JH,0121 632 5445,,https://www.yelp.co.uk/biz/bacchus-bar-birmingham?osq=snooker,4 star rating,57 reviews,££,Pubs
Bar Pravda Hyatt Hotel,2 Bridge Street Birmingham B1 2JZ,,,https://www.yelp.co.uk/biz/bar-pravda-hyatt-hotel-birmingham?osq=snooker,4.5 star rating,4 reviews,£££,"Hotels, Cocktail Bars"
Miller & Carter,Boldmere Gate Sutton Park Sutton Coldfield B73 6LH,0121 355 6919,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.millerandcarter.co.uk%2Frestaurants%2Feast-and-west-midlands%2Fmillerandcartersuttonpark&cachebuster=1639568177&website_link_type=website&src_bizid=u1KUU60LDeNjy1iVqNFj0g&s=d211a10be42e390a7fd41f5975b923f1886c38ed2448fe193f85091a1c8237e1,https://www.yelp.co.uk/biz/miller-and-carter-sutton-coldfield-2?osq=snooker,4 star rating,3 reviews,£££,"Steakhouses, Bars"
Railway Tavern,292 Park Road Birmingham B18 5HE,0121 554 8431,,https://www.yelp.co.uk/biz/railway-tavern-birmingham?osq=snooker,4.5 star rating,2 reviews,££,Pubs
The Post Office Vaults,84 Pinfold Street Birmingham B2 4BA,0121 643 7354,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.postofficevaults.co.uk&cachebuster=1639568182&website_link_type=website&src_bizid=3AzdUJAnKVqSzLdNx5kQ0A&s=1d33faaf65f287bf45a8e69813bd5648739cee4506cddd0abfa1f6e07b36071f,https://www.yelp.co.uk/biz/the-post-office-vaults-birmingham?osq=snooker,4 star rating,26 reviews,££,Pubs
Eden Bar,116 Sherlock Street Birmingham B5 6NB,0121 622 1953,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.theedenbar.co.uk%2F&cachebuster=1639568185&website_link_type=website&src_bizid=tMhIS_lDhNpa21WNhYCCsQ&s=4d9920dd1f31d52a68b51ee5b0826a8112b19915a42ae6bc06b33e5b54a2215c,https://www.yelp.co.uk/biz/eden-bar-birmingham?osq=snooker,4 star rating,12 reviews,££,Gay Bars
The Vine Inn,Ruston Street Birmingham B16 8BB,0121 454 7943,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.vinepub.com&cachebuster=1639568187&website_link_type=website&src_bizid=jX5f7hRylDYmemrhL321LQ&s=7ae743d2ed970d90fc4b6b1dc9ba02d841a5a5536378ec61ad313641d80e5976,https://www.yelp.co.uk/biz/the-vine-inn-birmingham?osq=snooker,4.5 star rating,2 reviews,££,Pubs
The Grove,279 Grove Lane Handsworth Birmingham B20 2HA,0121 554 3120,,https://www.yelp.co.uk/biz/the-grove-birmingham?osq=snooker,4.5 star rating,6 reviews,£££,Pubs
Baumhower's Victory Grille,"1001 Doug Baker Blvd Ste 112 Hoover, AL 35242 United States",(205) 995-5151,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.baumhowers.com&cachebuster=1639568195&website_link_type=website&src_bizid=GM9syyJuiDo8WYuXU-90rQ&s=d47a97739245b452175d1185312a0886490ef5900ae905049856ee8aacb78870,https://www.yelp.co.uk/biz/baumhowers-victory-grille-hoover-2?osq=Billiards,3.5 star rating,68 reviews,,"American (Traditional), Chicken Wings, Sports Bars"
Dave & Buster's,"2700 Riverchase Galleria Ste 110 Birmingham, AL 35244 United States",(205) 986-6200,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.daveandbusters.com%2Flocations%2Fbirmingham&cachebuster=1639568197&website_link_type=website&src_bizid=wyJMvyYqLe8E-gf4TE2wxg&s=d1dfd4692c9e823094260a11156e04f5736e1f79c4e67d2cd184195e964c977e,https://www.yelp.co.uk/biz/dave-and-busters-birmingham-4?osq=Billiards,2.5 star rating,156 reviews,,"Bars, American (Traditional), Arcades"
Habitat Feed & Social,"2655 Lane Park Rd Birmingham, AL 35223 United States",(205) 203-4745,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.kesslercollection.com%2Fhabitat-restaurant%2F&cachebuster=1639568200&website_link_type=website&src_bizid=XBTGH_8BZrDgg_lU2UvViA&s=cf25200d49bd5758d13c025c11ed3fce67b17f0fd631bcf4be1cae664964124a,https://www.yelp.co.uk/biz/habitat-feed-and-social-birmingham?osq=Billiards,3.5 star rating,96 reviews,,"American (New), Pubs"
Al's On 7th,"2627 7th Ave S Birmingham, AL 35233 United States",(205) 321-2812,,https://www.yelp.co.uk/biz/als-on-7th-birmingham?osq=Billiards,4 star rating,16 reviews,,Gay Bars
Saturn Birmingham,"200 41st St S Birmingham, AL 35222 United States",(205) 703-9545,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fsaturnbirmingham.com&cachebuster=1639568206&website_link_type=website&src_bizid=QrpxkuTqZQ1JUHGPLxViFQ&s=15f0d95e73071a415e1ffbc2b06b77a3705dd08d6ff8c891d6bc8e0b347bb47a,https://www.yelp.co.uk/biz/saturn-birmingham-birmingham?osq=Billiards,4.5 star rating,117 reviews,,"Music Venues, Coffee & Tea Shops"
Front Porch,"2301 Grand Ave Ste 109 Hoover, AL 35226 United States",(205) 436-2072,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.frontporchrossbridge.com&cachebuster=1639568209&website_link_type=website&src_bizid=V-6S-vDwEeRHK8hp6EFi5g&s=44deed295a8b237de8c0f8bafe5e72a90ad7cc7c0576cabdbb342b74e1c6b6a0,https://www.yelp.co.uk/biz/front-porch-hoover?osq=Billiards,4.5 star rating,235 reviews,,"Bars, American (Traditional)"
Pies & Pints,"125 20th St S Birmingham, AL 35233 United States",(205) 716-1085,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.piesandpints.net&cachebuster=1639568212&website_link_type=website&src_bizid=-EqO_qda80020GWFWrCOKw&s=5fc9904d6891b060596386354a6d5a039d3feee45ace309e3fd002a1bd5781ce,https://www.yelp.co.uk/biz/pies-and-pints-birmingham?osq=Billiards,4 star rating,280 reviews,,"Pizza, Bars"
Family Leisure - Birmingham,"7701 Ludington Ln Birmingham, AL 35210 United States",(205) 951-0707,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.familyleisure.com%2FBirmingham&cachebuster=1639568215&website_link_type=website&src_bizid=urHD0RFOPfxiKepHfqmQUw&s=328493e7e4a4b985ed4a19a146209e12afef1df5a1aa864e982cb3f8ffa79e2e,https://www.yelp.co.uk/biz/family-leisure-birmingham-birmingham?osq=Billiards,2.5 star rating,5 reviews,,"Pool & Hot Tub, Outdoor Furniture Stores, Pool & Billiards"
Topgolf,"1111 24th St N Birmingham, AL 35234 United States",(205) 847-5757,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Ftopgolf.com%2Fus%2Fbirmingham&cachebuster=1639568357&website_link_type=website&src_bizid=Nnfyd3EZfQlhUi6n2vUfTw&s=2b7d2575fa7b4a4ccface347547f83a8a9577df4e0bc3ea99cdc86d07b0dbf3b,https://www.yelp.co.uk/biz/topgolf-birmingham?osq=Billiards,3.5 star rating,192 reviews,,"American (New), Golf, Sports Bars"
Side Bar,"2929 7th Ave S Birmingham, AL 35233 United States",(205) 224-4410,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.lakeviewsidebar.com%2F&cachebuster=1639568359&website_link_type=website&src_bizid=2mhi-XC-KdcUzlZcQYNUUA&s=6e1c19db80e8e1521238498fdb6bb68f8928917d0238381e8efdfd20478ba3e3,https://www.yelp.co.uk/biz/side-bar-birmingham?osq=Billiards,3 star rating,31 reviews,,Bars
Old Crown Inn,188 High Street Digbeth Birmingham B12 0LD,0121 248 1368,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.theoldcrown.com&cachebuster=1639568364&website_link_type=website&src_bizid=7B2TmVlwq5AlTp4j776cDA&s=bfe8244261ec68f3cbd97a0c007c054e762870f5438055471cda0f1c357a6465,https://www.yelp.co.uk/biz/old-crown-inn-birmingham?osq=pubs,4 star rating,26 reviews,££,"Pubs, Gastro Pubs"
1000 Trades,16 Frederick Street Birmingham B1 3HE,0121 233 2693,,https://www.yelp.co.uk/biz/1000-trades-birmingham?osq=pubs,4 star rating,6 reviews,££,Pubs
Cosy Club,33 Bennetts Hill Birmingham B2 5SN,0121 695 1131,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.cosyclub.co.uk%2Fbirmingham&cachebuster=1639568369&website_link_type=website&src_bizid=XedIrEUzgH2RGpDCK0rFUA&s=d50d4a8afb4182991989676dc8a5ecb8d01a87e6f301f043f54bcb55d5d70da2,https://www.yelp.co.uk/biz/cosy-club-birmingham?osq=pubs,4 star rating,34 reviews,££,"Bars, British"
The British Oak,1364 Pershore Road Stirchley Birmingham B30 2XS,0121 458 1758,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.britishoakstirchley.co.uk&cachebuster=1639568372&website_link_type=website&src_bizid=JpBMIwcsLZE94ks2hqPvtQ&s=926f5fd48325672b5909b797756bacafaae334fe34c91f3c5e1d3938e3e28d57,https://www.yelp.co.uk/biz/the-british-oak-birmingham?osq=pubs,4 star rating,8 reviews,££,Pubs
The Boldmere Tap,363 Boldmere Road Sutton Coldfield B73 5HE,0121 386 2218,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.joulesbrewery.co.uk%2Fpubs%2Fpub_details.php%3Fid%3D30&cachebuster=1639568374&website_link_type=website&src_bizid=HGIerrantBHUAVBAN3Bmzw&s=09e9fd957c17bbf508faae31f665028da3d281a136e8e64a405c9251deeea85f,https://www.yelp.co.uk/biz/the-boldmere-tap-sutton-coldfield?osq=pubs,4 star rating,5 reviews,££,Pubs
The Raven,Hodge Hill Road Birmingham B34 6DR,0121 747 2482,,https://www.yelp.co.uk/biz/the-raven-birmingham?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Hennessey's Bar,30-31 Allison Street Digbeth Birmingham B5 5TJ,0121 643 3436,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.hennesseysbar.com&cachebuster=1639568382&website_link_type=website&src_bizid=c_0ESkDVFkmzRoAjMCtoXg&s=14e9568957352b265b2c6a71a440c0a856fae8c70a6006dade52c1f12c1e1d1d,https://www.yelp.co.uk/biz/hennesseys-bar-birmingham?osq=pubs,3 star rating,5 reviews,££,"Sports Bars, Pubs"
Coach & Horses,Weatheroak Hill Alvechurch Birmingham B48 7EA,01564 823386,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.coachandhorsesinn.co.uk%2F&cachebuster=1639568386&website_link_type=website&src_bizid=tlUi-Xbrjyh58kxNnunUIA&s=5ba2f42ce5908d286d2bd2931bf17bc22a8bc0670ed4dfb7b22b077fb437b6a5,https://www.yelp.co.uk/biz/coach-and-horses-birmingham?osq=pubs,4.5 star rating,7 reviews,££,Pubs
The Rectory Bar and Restaurant,50-54 St Paul's Square Birmingham B3 1QS,0121 605 1001,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.rectorybar.co.uk&cachebuster=1639568388&website_link_type=website&src_bizid=O5LVeFjem2AU_qYTiVy6Ow&s=9e45dbc19e08ca0d05a9343a6ebba41193e070f7fa62a42e85457d1e8a2ae0cc,https://www.yelp.co.uk/biz/the-rectory-bar-and-restaurant-birmingham?osq=pubs,4 star rating,19 reviews,££,"Bars, British"
Gabriel's Cafe,"3706 Lorna Rd Birmingham, AL 35216 United States",(205) 985-0983,,https://www.yelp.co.uk/biz/gabriels-cafe-birmingham?osq=Sport+Bars,4.5 star rating,16 reviews,,Sports Bars
Baumhowers Victory Grille - Vestavia Hills,"1270 Montgomery Hwy Vestavia Hills, AL 35216 United States",(205) 403-7474,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fbaumhowers.com%2Fvestavia-hills%2F&cachebuster=1639568396&website_link_type=website&src_bizid=_hjxVu7eNjU-3HTNfqgCQA&s=e1fbfd9e3c91af0e0d1fae36bc0781e6e6a9b76ab6aab48beee0c6e8cd4cbbc8,https://www.yelp.co.uk/biz/baumhowers-victory-grille-vestavia-hills-vestavia-hills?osq=Sport+Bars,3.5 star rating,85 reviews,,"Chicken Wings, Bars, American (Traditional)"
The Collins Bar,"2125 2nd Ave N Birmingham, AL 35203 United States",(205) 323-7995,,https://www.yelp.co.uk/biz/the-collins-bar-birmingham?osq=Sport+Bars,4.5 star rating,213 reviews,,"Cocktail Bars, Lounges, American (Traditional)"
CharBar No. 7,"900 Jemison Ln Mountain Brook, AL 35223 United States",(205) 802-9050,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.charbar7.com&cachebuster=1639568402&website_link_type=website&src_bizid=hEfxes8vFJ8JYKHk-PFW7Q&s=678782480e0ce75f573136003a0a667ee1ee323ff67fba440f9a12382dd9db1a,https://www.yelp.co.uk/biz/charbar-no-7-mountain-brook?osq=Sport+Bars,3.5 star rating,111 reviews,,"American (Traditional), Sports Bars, Salad"
SoHo Social Homewood,"1830 29th Ave S Ste 160, 175 Homewood, AL 35209 United States",(205) 423-8080,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsohosocial.bar&cachebuster=1639568405&website_link_type=website&src_bizid=AVyE7kCPFMfltTxfQVQEOQ&s=d68dcf74a8304a5e696a51f00946ebf2870adb036eef1946d36f2f8a6daaf8bc,https://www.yelp.co.uk/biz/soho-social-homewood-homewood?osq=Sport+Bars,4 star rating,214 reviews,,"Bars, American (New), Seafood"
Hickory Tavern,"595 Brookwood Village Homewood, AL 35209 United States",(205) 968-1311,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.thehickorytavern.com&cachebuster=1639568407&website_link_type=website&src_bizid=UoRIB5QF99sXGM8tFZlcAQ&s=02b2259756f6dbbd11c6743197cf3709b95b17a87fc9832918c8ad5c47d1deac,https://www.yelp.co.uk/biz/hickory-tavern-homewood-3?osq=Sport+Bars,3 star rating,152 reviews,,"Chicken Wings, American (Traditional), Sports Bars"
Oak Hill Bar & Grill,"2835 18th St S Birmingham, AL 35209 United States",(205) 870-8277,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.oakhillbargrill.com%2F&cachebuster=1639568410&website_link_type=website&src_bizid=bkOjfCGNpRZBI_nR31DLiw&s=e663c7c91b6d67cec27e5d3dc6429f0bb3d9230014c79c95e6a3a618711729b6,https://www.yelp.co.uk/biz/oak-hill-bar-and-grill-birmingham?osq=Sport+Bars,4 star rating,38 reviews,,Pubs
The Filling Station,"5524 Crestwood Blvd Birmingham, AL 35212 United States",(205) 592-3455,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fthefillingstationbham.com&cachebuster=1639568413&website_link_type=website&src_bizid=IaZJrcQ8Zk7AGBb4DWs5sA&s=c0056d2e1809c4b81da68e924e8f7230ceca2c7d891a9bf02f9c31ee7e3d30fb,https://www.yelp.co.uk/biz/the-filling-station-birmingham?osq=Sport+Bars,3.5 star rating,239 reviews,,"Pizza, Bars, Italian"
Front Porch,"2301 Grand Ave Ste 109 Hoover, AL 35226 United States",(205) 436-2072,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.frontporchrossbridge.com&cachebuster=1639568415&website_link_type=website&src_bizid=V-6S-vDwEeRHK8hp6EFi5g&s=0952adffa1c04e5b5c6c4ee670ce7c1978c95f800f7d51c95384312522356dcf,https://www.yelp.co.uk/biz/front-porch-hoover?osq=Sport+Bars,4.5 star rating,235 reviews,,"Bars, American (Traditional)"
Black Market Bar & Grill,"3411 Colonnade Pkwy Ste 800 Birmingham, AL 35243 United States",(205) 967-8787,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.evilbartenders.com&cachebuster=1639568418&website_link_type=website&src_bizid=_lrSRf_fE8oMan76UuLisQ&s=ee5fe8e9e7f951c8610c53ee6f7d406572ee80ec77ab8268147e25b10f55720e,https://www.yelp.co.uk/biz/black-market-bar-and-grill-birmingham?osq=Sport+Bars,3.5 star rating,175 reviews,,"Bars, Breakfast & Brunch, Burgers"
The Bear and Staff,10-12 Bear Street London WC2H 7AX,020 7321 0814,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.nicholsonspubs.co.uk%2Frestaurants%2Flondon%2Fthebearandstaffleicestersquarelondon&cachebuster=1639568423&website_link_type=website&src_bizid=UjN-vPzl0VhinOGXnjkU3w&s=c464c83ca0e44fd78ca2a1fd3fd332d6563b1053ec2e75a8daa57369ff6abe94,https://www.yelp.co.uk/biz/the-bear-and-staff-london?osq=snooker,3.5 star rating,34 reviews,££,"Pubs, British"
New Inn,16-18 Myrtle Road Sutton SM1 4BX,020 3689 1648,,https://www.yelp.co.uk/biz/new-inn-sutton?osq=snooker,5 star rating,,££,Pubs
Flying Horse,52 Wilson Street London EC2A 2ER,020 7247 5338,,https://www.yelp.co.uk/biz/flying-horse-london?osq=snooker,4 star rating,14 reviews,££,Pubs
Broadway House,476 Fulham Broadway London SW6 1BY,020 7610 3137,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fbroadwaylondon.com&cachebuster=1639568432&website_link_type=website&src_bizid=n5ytF05pWPaNY5d9jr32GQ&s=62bc1f58af0a41b5018eea912c91d0b778ff04cc190646ae3baef45f5ee0e9ae,https://www.yelp.co.uk/biz/broadway-house-london-2?osq=snooker,4 star rating,6 reviews,££,"Gastro Pubs, Cocktail Bars"
Balham Bowls Club,7 Ramsden Road London SW12 8QX,020 8673 4700,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fbalhambowlsclub.com%2F&cachebuster=1639568434&website_link_type=website&src_bizid=U7yArWkxRZrGyNpVuew4Ug&s=b8968800cb1972841c38807a12f09aefcc9a5e52c20149a0df443b6614516a45,https://www.yelp.co.uk/biz/balham-bowls-club-london?osq=snooker,4 star rating,35 reviews,££,Pubs
Shades Snooker & Pool Club,197-199 Deptford High Street Deptford London SE8 3NT,020 8692 4693,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fshadesleisure.co.uk&cachebuster=1639568439&website_link_type=website&src_bizid=KKAk0SP2Ki66cETcpqH0HA&s=1bd1f5acecd7941e4a5b83fb821f95cfdb3b3a5bf2baad71d2b6075679d7e251,https://www.yelp.co.uk/biz/shades-snooker-and-pool-club-london?osq=snooker,,,££,Pool & Snooker Hall
The Dickens Tavern,25 London Street London W2 1HH,020 7262 2365,,https://www.yelp.co.uk/biz/the-dickens-tavern-london?osq=snooker,3 star rating,26 reviews,££,Pubs
Halfway To Heaven,7 Duncannon Street London WC2N 4JF,020 7321 2791,,https://www.yelp.co.uk/biz/halfway-to-heaven-london?osq=snooker,3 star rating,12 reviews,££,Gay Bars
Eight Club,1 Change Alley London London EC3V 3ND,020 7621 0808,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.eightclub.co.uk%2F&cachebuster=1639568447&website_link_type=website&src_bizid=CKnaV8SRLbAQdT-Qd9PWSQ&s=7096029f0b7eab4e91118725c2e6ec26932efbe41225daacc774ae42038d09da,https://www.yelp.co.uk/biz/eight-club-london-2?osq=snooker,3.5 star rating,6 reviews,£££,"Social Clubs, Lounges"
Number 1 Bar,1 Duke Street Hill London SE1 2SW,020 3291 3251,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.n1bar.com&cachebuster=1639568449&website_link_type=website&src_bizid=RpcAlisGcknpykaExd7lng&s=bbc8bbd2b57a7b52aeb5b85da53fba3531c8f006dccf90df0fb049be8c9e3b40,https://www.yelp.co.uk/biz/number-1-bar-london-3?osq=Billiards,3.5 star rating,12 reviews,££,"Sports Bars, Clubs"
The Black Heart,2-3 Greenland Place London NW1 0AP,020 7428 9730,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.ourblackheart.com&cachebuster=1639568452&website_link_type=website&src_bizid=sfSLpV-gKIpHbYrcqTDJPQ&s=7496b9255ccfb76522aec01af836d1566a0766e2c36342545c6dbc4f7e55134a,https://www.yelp.co.uk/biz/the-black-heart-london?osq=Billiards,4 star rating,33 reviews,££,Pubs
The World's End,174 Camden High Street London NW1 0NE,020 7482 1932,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.theworldsend.co.uk&cachebuster=1639568455&website_link_type=website&src_bizid=DWPtpdsU6mIMzRUouGklBQ&s=4c4743fc39f60ec9e60d92c22c6f968571bef4209b62a1dd1db81e2b5026762c,https://www.yelp.co.uk/biz/the-worlds-end-london-2?osq=Billiards,3.5 star rating,115 reviews,££,Pubs
The Good Mixer,30 Inverness Street London NW1 7HJ,020 7916 7929,,https://www.yelp.co.uk/biz/the-good-mixer-london?osq=Billiards,4 star rating,44 reviews,££,Pubs
The Bear and Staff,10-12 Bear Street London WC2H 7AX,020 7321 0814,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.nicholsonspubs.co.uk%2Frestaurants%2Flondon%2Fthebearandstaffleicestersquarelondon&cachebuster=1639568460&website_link_type=website&src_bizid=UjN-vPzl0VhinOGXnjkU3w&s=de46e4778670cdf2ffb07382fadd0fcf68f89867da8274c3cb1d5792d7db0e3a,https://www.yelp.co.uk/biz/the-bear-and-staff-london?osq=Billiards,3.5 star rating,34 reviews,££,"Pubs, British"
The Ship,171 Kennington Road London SE11,020 7735 1371,,https://www.yelp.co.uk/biz/the-ship-london-8?osq=Billiards,4.5 star rating,10 reviews,££,Pubs
Rileys Sports Bar,80 Haymarket London SW1Y 4TE,020 7930 0393,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.rileys.co.uk%2Fclubs%2F1001-rileys-sports-bar-haymarket&cachebuster=1639568465&website_link_type=website&src_bizid=XunBEQQlsRuFJpcKe-ZYPQ&s=8345a8369fd72bcb890d54f78e1d3a014df52b6ab616a0144b839148c8aab51e,https://www.yelp.co.uk/biz/rileys-sports-bar-london-4?osq=Billiards,2.5 star rating,20 reviews,££,Sports Bars
Porters Lodge,17 Arthur Street London EC4R 9BR,020 7283 6599,,https://www.yelp.co.uk/biz/porters-lodge-london?osq=Billiards,4 star rating,2 reviews,££,Pubs
The Running Horse,50 Davies Street Mayfair London W1K 5JE,020 7493 1275,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.therunninghorsemayfair.co.uk&cachebuster=1639568470&website_link_type=website&src_bizid=rUdls6ffDxyT4QJgjr-odQ&s=d54c8ae8647ea31b995e150b96581d3677d9fd13a1590d0e717fe29f7edfb34f,https://www.yelp.co.uk/biz/the-running-horse-london?osq=Billiards,4 star rating,16 reviews,££,Pubs
Slimelight,7 Torrens Street London EC1V 1NQ,020 7837 6419,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.slimelight.com%2F&cachebuster=1639568473&website_link_type=website&src_bizid=3vNQswwhVeGDVi8kHNXy9w&s=b6f25b172084d16890c3d26bc8095d7cef9d861f40f843e19018252e32b4ac88,https://www.yelp.co.uk/biz/slimelight-london?osq=Billiards,4.5 star rating,17 reviews,££,Clubs
Cahoots Bar,13 Kingly Court Carnaby Street Soho W1B 5PW,020 7352 6200,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fcahoots-london.com%2F&cachebuster=1639568476&website_link_type=website&src_bizid=Gyus9t3spoc1Ymc-BChRFw&s=d1ddf32b65773f43f20fcc0e1395d4c5b9a02e06f35903bdee35bad7a3f7e120,https://www.yelp.co.uk/biz/cahoots-bar-soho?osq=pubs,4.5 star rating,106 reviews,££,Bars
The Grafton Arms,72 Grafton Way London London W1T 5DU,020 7387 7923,,https://www.yelp.co.uk/biz/the-grafton-arms-london?osq=pubs,4.5 star rating,18 reviews,££,Pubs
The Red Lion,23 Crown Passage St James's London SW1Y 6PP,020 7930 4141,,https://www.yelp.co.uk/biz/the-red-lion-london-2?osq=pubs,4 star rating,31 reviews,££,Pubs
The Swan,66 Bayswater Road London W2 3PH,020 7262 5204,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fswanbayswater.co.uk%2F&cachebuster=1639568485&website_link_type=website&src_bizid=VomGBPMQALZLfKHCI8_jTg&s=dc6175c2543271c83e83f6687604284aebf6d514a77e31e1ed2af7b59e105208,https://www.yelp.co.uk/biz/the-swan-london-6?osq=pubs,4 star rating,115 reviews,££,"Pubs, British"
