Name,Title,Practice affiliation,Address,Phone,Website,Email,YELP Profile
"Debashree Banerjee, MD",,,"Vacaville, CA 95688",(707) 427-4900,N/a,,https://www.yelp.com/biz/debashree-banerjee-md-vacaville?osq=Pediatrician
"Anubha Khanna, MD",,Sutter Medical Foundation ,"8170 Laguna Blvd., #210 Elk Grove, CA 95758",(916) 691-5999,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-anubha-khanna%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082734&website_link_type=website&src_bizid=N1Os7tagX6-O6hQjOC6VZA&s=c0a423474e3e6d5eb3c804802868fc71a9caf497a00f04400458c3caa89e3350,,https://www.yelp.com/biz/anubha-khanna-md-elk-grove?osq=Pediatrician
Taraneh Mostaghasi,,Concord Pediatric Care," 3108 Willow Pass Rd Concord, CA 94519",(925) 849-6633,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.concordpediatriccare.com%2F&cachebuster=1647082736&website_link_type=website&src_bizid=WayRgM4F3TVeLPVyl8fapA&s=5695d53fffb95881e4fd052e8c1e4ccc3645a16bfce9416d5a256cc1ba339666,,https://www.yelp.com/biz/taraneh-mostaghasi-concord?osq=Pediatrician
Martel Eye Medical Group,,,"11216 Trinity River Dr Rancho Cordova, CA 95670",(916) 635-6161,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.martelmd.com&cachebuster=1647082752&website_link_type=website&src_bizid=T3Snwi8TZ0rm1XWWN6qYsQ&s=373029b4327bf01fba4919be4be82083b0ef153f8f76ae9e76e4bd70af7f1413,,https://www.yelp.com/biz/martel-eye-medical-group-rancho-cordova-2?osq=Pediatrician
"Brian Nguyen, DO",,,"632 W Gibson Rd Woodland, CA 95695",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fwoodland-davis&cachebuster=1647082754&website_link_type=website&src_bizid=oMepXXj6uuJXPORlu5sJ7A&s=980c3f53b5b282b2cede73ef6ff25416b633b38d12757b135b87185d9bd799f8,,https://www.yelp.com/biz/brian-nguyen-do-woodland?osq=Pediatrician
"Heather A Overman, MD",,Sutter Medical Foundation ,"2020 Sutter Place Suite 201 Davis, CA 95616",(530) 750-5959,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-heather-a-overman%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082756&website_link_type=website&src_bizid=g5KnlMlwHWYRYfHTZh8oMQ&s=2887d8b52e7f6ed427e859d6cc2f6168fc4fe8703db16bbfa7360ffc36944ced,,https://www.yelp.com/biz/heather-a-overman-md-davis?osq=Pediatrician
"J. Kim Morgan, MD",,,"380 Civic Dr Ste 100 Pleasant Hill, CA 94523",(925) 682-7871,N/a,,https://www.yelp.com/biz/j-kim-morgan-md-pleasant-hill?osq=Pediatrician
"HACKER, ULRICH BERNHARD MD - Marshall Pediatrics",,,"4341 Golden Center Dr Ste A Marshall Medical Group Placerville, CA 95667",(530) 626-1144,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fmarshalldoctors.org%2Ffind-a-doctor%2F657%2Fhacker-ulrich&cachebuster=1647082766&website_link_type=website&src_bizid=S_dLmBGs68acLHtIuosCRA&s=5320919c637a6dc146e9885def567a0ec7fb6f56b33152214a30aa14b6d7ea02,,https://www.yelp.com/biz/hacker-ulrich-bernhard-md-marshall-pediatrics-placerville-3?osq=Pediatrician
"Fareen Shabana Nisha Rahman, MD",,,"1901 W Kettleman Ln Ste, 200 Adventist Health Lodi, CA 95242",(209) 334-8540,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.adventisthealth.org%2Fprovider%2Ffareen-shabana-nisha-rahman-md-hospitalist&cachebuster=1647082768&website_link_type=website&src_bizid=CiaPnTKTHQ695ojsD9sVsg&s=ddb780cc3918a2bfb9593430def3d328762c58c757680144925014653340e9d0,,https://www.yelp.com/biz/fareen-shabana-nisha-rahman-md-lodi?osq=Pediatrician
"Cahill Carol Teng, MD",,,"83 W March Ln Ste 2 Stockton, CA 95207",(209) 478-2622,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.pediatricassociatesofstockton.com%2F&cachebuster=1647082772&website_link_type=website&src_bizid=ZljtkbncgfbCM0lAzEPtIA&s=d286b3977dfa5620afd2fb9e7faad345a21479411432c49583c3894499cadf46,,https://www.yelp.com/biz/cahill-carol-teng-md-stockton?osq=Pediatrician
"Coleen Sabatini, MD, MPH",,San Ramon Clinic ,"2303 Camino Ramon, Ste 175 San Ramon, CA 94583",(925) 979-3470,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.childrenshospitaloakland.org%2Fmain%2Ffind-a-doctor%2Fsabatini-coleen-s-md-mph-555.aspx&cachebuster=1647082774&website_link_type=website&src_bizid=lzwPbUrGGMb-GO5psBys4w&s=535307c92f40aecf55607f647213e065a509f1ff0bf5649f26d2baec8fc62824,,https://www.yelp.com/biz/coleen-sabatini-md-mph-san-ramon?osq=Pediatrician
"Mercy Medical Group - Wymark, Primary and Specialty Care",,,"8220 Wymark Dr Elk Grove, CA 95757",(916) 281-0314,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Flocations.dignityhealth.org%2Fmercy-medical-group-wymark-primary-and-specialty-care-elk-grove-ca&cachebuster=1647082776&website_link_type=website&src_bizid=nLQMgKW9xGYkzea25LDGaQ&s=232291888c1d80080b7e62b3983bb88226818974ae7fafb85e510f812a1f7810,,https://www.yelp.com/adredir?ad_business_id=nLQMgKW9xGYkzea25LDGaQ&campaign_id=8VCIJ6wBq22xhjC8kGgFnw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmercy-medical-group-wymark-primary-and-specialty-care-elk-grove&request_id=b66d65e1784f0d8f&signature=e9858b46b613d650d4bef5accf09d221e129b92aa01158c69388bd234be3a79f&slot=3
Carbon Health Urgent Care American Canyon,,,"3431 Broadway A8 American Canyon, CA 94503",(415) 906-7643,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fcarbonhealth.com%2Famerican-canyon%3Futm_source%3Dyelp%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing%26utm_term%3Damerican-canyon%26utm_content%3Dwebsite&cachebuster=1647082779&website_link_type=website&src_bizid=XUtVWFJ8Y5gSs1WvWhSEbw&s=600bc1ec8fb138752401754e4cf82709ee1c6659d676ef466440e93b40033118,,https://www.yelp.com/adredir?ad_business_id=XUtVWFJ8Y5gSs1WvWhSEbw&campaign_id=jHR-Ba9sL4Ru10B_DWpJ1A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcarbon-health-urgent-care-american-canyon-american-canyon&request_id=b66d65e1784f0d8f&signature=b3bdf960b2ce845fcc91bb33612586599582ccb1df4b82fb446a57690431d4f9&slot=2
"Kristin M Brown, MD",,Sutter Medical Foundation ,"8170 Laguna Blvd. Suite 210 Elk Grove, CA 95758",(916) 691-5999,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-kristin-m-brown%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082815&website_link_type=website&src_bizid=_-A3nssmRXNFlfTKky1xyQ&s=b5b948e85792fc68d367cc7edfa2debf5e67e632b091e66661e545046602954b,,https://www.yelp.com/adredir?ad_business_id=_-A3nssmRXNFlfTKky1xyQ&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkristin-m-brown-md-elk-grove&request_id=b66d65e1784f0d8f&signature=b1ffcc8eaa202a577c18ba0a5264c165fdbd4d89374570550e3433f660cfe2f1&slot=0
San Ramon Valley Primary Care Medical Group,,,"200 Porter Dr Ste 300 San Ramon, CA 94583",(925) 838-6511,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.johnmuirhealth.com&cachebuster=1647082819&website_link_type=website&src_bizid=j8acI2uo43CKpK2BMXkZHA&s=d9953a4aadc1f398474a90a6e2f8099d5b8fa0b6bdcd3668bd22cf0abc834005,,https://www.yelp.com/biz/san-ramon-valley-primary-care-medical-group-san-ramon-2?osq=Pediatrician
"Mercy Medical Group - Folsom, Primary Care",,,"1700 Prairie City Rd Folsom, CA 95630",(916) 805-8623,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Flocations.dignityhealth.org%2Fmercy-medical-group-folsom-primary-care&cachebuster=1647082821&website_link_type=website&src_bizid=kEdxDkHdXznlaGa6Jw3EzQ&s=10183d81c132d7d10ed7f3f07eb5a0b6b74e6ab87e3a3469d05cc352d23c6eb9,,https://www.yelp.com/biz/mercy-medical-group-folsom-primary-care-folsom?osq=Pediatrician
Sutter Roseville Medical Center,,,"1 Medical Plaza Dr Roseville, CA 95661",(916) 781-1000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sutterroseville.org&cachebuster=1647082824&website_link_type=website&src_bizid=lJDfggXppHaSO7hix6D0kg&s=0d0b613a5df1e10c19867e909ffb4a6692814ac8bcbe7d188aa35e45191547ad,,https://www.yelp.com/biz/sutter-roseville-medical-center-roseville-2?osq=Pediatrician
"Brett Christiansen , MD - Marshall Pediatrics",,,"4341 Golden Center Dr Ste A Marshall Medical Group Placerville, CA 95667",(530) 626-1144,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fmarshalldoctors.org%2Ffind-a-doctor%2F643%2Fchristiansen-brett&cachebuster=1647082832&website_link_type=website&src_bizid=k6iLmJptvHVsXATaK49WIw&s=9fdee5bb1cf2ad685dd1fbda4170458e5b8e428d73e7a1abf93cdfcbe36fb856,,https://www.yelp.com/biz/brett-christiansen-md-marshall-pediatrics-placerville-2?osq=Pediatrician
Kaiser Permanente Oakland Medical Center,,,"280 W MacArthur Blvd Oakland, CA 94611",(510) 752-1000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkp.org%2Fkpweb%2Ffacilitydir%2Ffacility.do%3Fid%3D100344&cachebuster=1647082834&website_link_type=website&src_bizid=fOckdH5pWG209NP3ave0ig&s=2fd562e6c4a0b696185ad9545d74dbafa6e3951492f489cb4d4462e1a6c15e27,,https://www.yelp.com/biz/kaiser-permanente-oakland-medical-center-oakland-5?osq=Pediatrician
UCSF Benioff Children's Hospital Oakland,,,"5220 Claremont Ave UCSF Benioff Children's Hospital Oakland Oakland, CA 94618",(510) 428-3000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.childrenshospitaloakland.org%2Fclaremont-5220&cachebuster=1647082836&website_link_type=website&src_bizid=4SmgtYqBUZHfh3DCeKQdXA&s=cb53d895023551bd63e1e4cb760d9cef0e1a8c00d9d59e8a24796723988689d2,,https://www.yelp.com/biz/ucsf-benioff-childrens-hospital-oakland-oakland-13?osq=Pediatrician
"Sudy R Yang, MD",,,"Fairfield, CA 94534",,N/a,,https://www.yelp.com/biz/sudy-r-yang-md-fairfield?osq=Pediatrician
Stockton Children's Clinic,,,"1805 N California St Stockton, CA 95204",(209) 476-0900,N/a,,https://www.yelp.com/biz/stockton-childrens-clinic-stockton?osq=Pediatrician
David Wagner MD Faap,,,"91 Gregory Ln Ste 15 Pleasant Hill, CA 94523",(925) 685-0843,N/a,,https://www.yelp.com/biz/david-wagner-md-faap-pleasant-hill?osq=Pediatrician
MarinHealth Urology | A UCSF Health Clinic,,,"3250 Beard Road Napa, CA 94558",(415) 461-4000,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.mymarinhealth.org%2Flocations%2Furology-napa%2F&cachebuster=1647082851&website_link_type=website&src_bizid=SgcKQdPTFvTdrpIL2Jgj5g&s=4ed2d048676b96102529a581ae1b29f58a9f2ca28e9166d55282332b148075fb,,https://www.yelp.com/adredir?ad_business_id=SgcKQdPTFvTdrpIL2Jgj5g&campaign_id=Q7aQ7c4mfRA2uIGfii4jOA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmarinhealth-urology-a-ucsf-health-clinic-napa&request_id=3396e4122be9f973&signature=69ff69f625cd750478e37be848c8e3b4e75a0d2b66527470bbb5655d8f7ab80a&slot=5
Adventist Health Lodi Memorial - Pediatric Care,,,"2415 W Vine St Ste 100 Lodi, CA 95242",(209) 333-3135,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.adventisthealth.org&cachebuster=1647082868&website_link_type=website&src_bizid=XjS4pnT1F2wdwOnCa7mtsQ&s=8fad0c8c0fc4b174f6fdf741f6efd312989fd2a13760b71ac7e2d8471005e43a,,https://www.yelp.com/biz/adventist-health-lodi-memorial-pediatric-care-lodi?osq=Pediatrician
Diablo Family Physicians,,,"2301 Camino Ramon Ste 180 San Ramon, CA 94583",(925) 866-1005,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.diablodocs.com&cachebuster=1647082873&website_link_type=website&src_bizid=8StnC-wYy-pgZBawXTvXNQ&s=3bfff0d4928d57bec37bfc2725a6a56b265f9aef9e12d5dbd3e52b696a198742,,https://www.yelp.com/biz/diablo-family-physicians-san-ramon-2?osq=Pediatrician
Kaiser Permanente Tracy Medical Offices,,,"2185 W Grant Line Rd Tracy, CA 95377",(209) 839-3200,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkp.org%2Fkpweb%2Ffacilitydir%2Ffacility.do%3Fid%3D100317&cachebuster=1647082880&website_link_type=website&src_bizid=P0Sisy4LyNLoAioTBD3IRw&s=71f5caa7c14490c951dd3838793cc9fec143330483621b286d02d840b80a9599,,https://www.yelp.com/biz/kaiser-permanente-tracy-medical-offices-tracy?osq=Pediatrician
"Philip A Rush ,MD FAAP",,,"91 Gregory Ln Ste 15 Pleasant Hill, CA 94523",(925) 685-0843,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.johnmuirhealth.com%2F&cachebuster=1647082884&website_link_type=website&src_bizid=ScJ_Sozukwcg85-y-Lvmgg&s=d9887a275dded6fea796849d7ac47781b9b11fc1e5d992244bf577b7b06ba640,,https://www.yelp.com/biz/philip-a-rush-md-faap-pleasant-hill?osq=Pediatrician
"Harry Huang, MD",,,"100 Cortona Way Ste 230 Stanford Children's Health Brentwood, CA 94513",(925) 755-8500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.stanfordchildrens.org%2Fen%2Fdoctor%2Fharry-s-huang&cachebuster=1647082889&website_link_type=website&src_bizid=vV6Wu9IfFnmtXE-C6MhM5w&s=ec197fd7c53a4c5837db72d4d7d00096f512efb5f6726eefcf341dbc64af5030,,https://www.yelp.com/biz/harry-huang-md-brentwood?osq=Pediatrician
"Nataly A Ghanem, MD",,Sutter Medical Foundation ,"8170 Laguna Blvd. Suite 210 Elk Grove, CA 95758",(916) 691-5999,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-nataly-a-ghanem%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082917&website_link_type=website&src_bizid=omOlcGaJzjRscO8zatD7XA&s=d4bf5a118c90de971d6f10b01471b101ef38fe8e03f686a28f6277ceb466ebb4,,https://www.yelp.com/adredir?ad_business_id=omOlcGaJzjRscO8zatD7XA&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnataly-a-ghanem-md-elk-grove&request_id=c885bf217fb901a5&signature=311c0e4506189cc70fbb75c9f2189a59eff7e19861797410e578a75d2914d585&slot=1
"Graves Gretchen D, MD",,,"2260 Gladstone Dr Ste 1 Pittsburg, CA 94565",(925) 427-0391,N/a,,https://www.yelp.com/biz/graves-gretchen-d-md-pittsburg?osq=Pediatrician
"Dela Pena Princess, MD",,,"1262 E North St TH Medical Manteca, CA 95336",(209) 823-7646,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Ffcppcentralvalley.com%2Fmeet-our-providers%2Fprincess-dela-pena-m-d%2F&cachebuster=1647082923&website_link_type=website&src_bizid=QtAM-nB8tCS7Yv22vN1puw&s=e193ae48fb4231a60ad67e030ef48af44babe699186d0ffa9e8ad71bbdec53e1,,https://www.yelp.com/biz/dela-pena-princess-md-manteca?osq=Pediatrician
"Patricia A Tansey, MD",,Sutter Medical Foundation," 8170 Laguna Blvd. Suite 210 Elk Grove, CA 95758",(916) 691-5999,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-patricia-a-tansey%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082926&website_link_type=website&src_bizid=c4wlom1jWyYhfSV6QfaTDA&s=f9f7a5db56557604db3897e8d0b48dae1bbd544b47cec5c9349b6b21e6a83933,,https://www.yelp.com/adredir?ad_business_id=c4wlom1jWyYhfSV6QfaTDA&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpatricia-a-tansey-md-elk-grove&request_id=3396e4122be9f973&signature=915a193b36785fd49a106c2a79e38f3c1a9870501a16f2766588591e959c1ea6&slot=0
"Rahat Saied, MD",,,"9727 Elk Grove Florin Rd Ste 250 Elk Grove, CA 95624",(916) 686-5003,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.elkgrovepediatricsinc.com%2Fpediatrics-services-elkgrove-ca.html&cachebuster=1647082928&website_link_type=website&src_bizid=okOK_tahjirYNF6sPU6eMw&s=0d0b482aa6790ead2e882a982f417bc502f3571a5e6b9ceda04b5a5f9651ff5f,,https://www.yelp.com/biz/rahat-saied-md-elk-grove?osq=Pediatrician
"Arvinder Thiara, MD",,Sutter Gould Medical Foundation ,"1300 W. Lodi Avenue Suite P Lodi, CA 95242",(209) 369-7493,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-arvinder-thiara%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsgmf-yelp-doctors&cachebuster=1647082930&website_link_type=website&src_bizid=rV9m49OdsYW5v8yaKvVrOg&s=1fc5efd0dd610ff7b3c73fe5dcaa9705c769c1426bea767096a50a9c46a10b89,,https://www.yelp.com/biz/arvinder-thiara-md-lodi-2?osq=Pediatrician
"Jenny Q Wu, MD",,,"3737 Lone Tree Way Antioch, CA 94509",(925) 754-7070,N/a,,https://www.yelp.com/biz/jenny-q-wu-md-antioch?osq=Pediatrician
"Chauhan Prachi, MD",,,"1144 Norman Dr Ste 203 Manteca, CA 95336",(209) 239-6008,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Ffirstchoice-md.com&cachebuster=1647082936&website_link_type=website&src_bizid=s8Nwrg0WnpqSoNjILyGt-A&s=72355bc2fb6307426a46a2e6813effab902eecbdd2be1b8716969dbce978711f,,https://www.yelp.com/biz/chauhan-prachi-md-manteca-2?osq=Pediatrician
"Yumul Danilo S, MD",,,"73 W March Ln Ste F Stockton, CA 95207",(209) 952-5555,N/a,,https://www.yelp.com/biz/yumul-danilo-s-md-stockton-4?osq=Pediatrician
"Anne B Parker, MD",,,"1332 Park St Alameda, CA 94501",(510) 523-3417,N/a,,https://www.yelp.com/biz/anne-b-parker-md-alameda?osq=Pediatrician
La Clínica Oakley,,,"2021 Main St Oakley, CA 94561",(925) 776-8200,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.laclinica.org%2Foakley%2Findex.html&cachebuster=1647082947&website_link_type=website&src_bizid=4ufPrtMq7mwRWhRszBDQhg&s=3b59437c5f097cebcc7d32adfd704a18a17c96e44ca0c0365c92e0c1e57685fc,,https://www.yelp.com/biz/la-cl%C3%ADnica-oakley-oakley-2?osq=Pediatrician
"Sarah Koch, MD",,,"4501 Sand Creek Rd Kaiser Permanente Antioch, CA 94531",(925) 813-3300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fmydoctor.kaiserpermanente.org%2Fncal%2Fprovider%2Fsarahkoch&cachebuster=1647082949&website_link_type=website&src_bizid=llLgpN90cfhQ3CfKrueToQ&s=a1efe5b16dd253d19addf67c4e56fedfbaf92243fac222384ad66c71edf8848f,,https://www.yelp.com/biz/sarah-koch-md-antioch?osq=Pediatrician
"Robin Meezan, MD",,,"4 Country Club Plz Summit Pediatrics Orinda, CA 94563",(925) 254-9500,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.johnmuirhealth.com%2Ffad%2Fdoctor%2Fprofile%2F1750466090%3Fname%3D%26fromSearch%3Dtrue%26language%3D%26offset%3D50%26specialty%3DPediatrics&cachebuster=1647082952&website_link_type=website&src_bizid=vdyW9PAPGDXraiFRjCHVMQ&s=5544567f441ec566e51e2e68480dad8a62d7320fee58c01cbc434bd414b03015,,https://www.yelp.com/biz/robin-meezan-md-orinda?osq=Pediatrician
Kaiser Permanente,,,"5601 Deer Valley Rd Antioch, CA 94531",(925) 813-6500,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkaiserpermanente.org&cachebuster=1647082957&website_link_type=website&src_bizid=2wYuVmM3wt3Qnxl8iet17w&s=80019ef1823274c8e7b1c22f0be22dcaa0c1f6d5bc27ff2214c73b9c0f4b5d10,,https://www.yelp.com/biz/kaiser-permanente-antioch-4?osq=Pediatrician
"Han D Vu, MD",,Sutter Medical Foundation ,"8170 Laguna Blvd. Suite 210 Elk Grove, CA 95758",(916) 691-5999,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-han-d-vu%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082960&website_link_type=website&src_bizid=mhCs3oHYC_rzjvVPIuTSFA&s=c2a7c94c3600212913238974f217731d93afa1291bda5d0f5ab2c37b8e25d710,,https://www.yelp.com/biz/han-d-vu-md-elk-grove-2?osq=Pediatrician
"Attia Abbasi, MD FAAP",,Sutter Medical Foundation ,"11795 Education Street Suite 100 Auburn, CA 95602",(530) 886-2300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-attia-abbasi%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082963&website_link_type=website&src_bizid=MFppRFsarDzpyFZ9LeQRcA&s=e2dab2cda1fa028bae891408d3c2a8bf27ab251f1c3f55925195c66d80a21c5b,,https://www.yelp.com/biz/attia-abbasi-md-faap-auburn?osq=Pediatrician
"Lloyd Takao , MD",,,"15 Altarinda Rd Ste 100 Orinda, CA 94563",(925) 253-1199,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Flloydtakao.com&cachebuster=1647082965&website_link_type=website&src_bizid=-9Sv5eUWrBrLfZ0LFVd-WQ&s=acd63cb6bd4073f4a78b2ea26fc0e2304b2ae648b0730f952c796e444fe54391,,https://www.yelp.com/biz/lloyd-takao-md-orinda-2?osq=Pediatrician
"PETERSON, ELIZABETH KENNEDY MD - Marshall Pediatrics",,,"4341 Golden Center Dr Ste A Marshall Medical Group Placerville, CA 95667",(530) 626-1144,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fmarshalldoctors.org%2Ffind-a-doctor%2F705%2Fpeterson-elizabeth&cachebuster=1647082970&website_link_type=website&src_bizid=S8Z3HBYw1hF61URt7zm1Cg&s=51ab5bc1eae406946965804bd84e87b1565f5b9f0e1b59d0a1b884a6ae1bbcd8,,https://www.yelp.com/biz/peterson-elizabeth-kennedy-md-marshall-pediatrics-placerville?osq=Pediatrician
"Barsam Gharagozlou, MD",,,"3700 Sunset Ln Ste 4 Antioch, CA 94509",(925) 267-6000,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fpittsburgpediatrics.com&cachebuster=1647082973&website_link_type=website&src_bizid=xfHxpU694Oofy_ioetQfyA&s=650dff03e9f499283563a1959b5dce3c9a50604e5c2715bc0e5d7a978c2fba7f,,https://www.yelp.com/biz/barsam-gharagozlou-md-antioch?osq=Pediatrician
"Eileen P Primero, MD",,Sutter Gould Medical Foundation ,"2505 West Hammer Lane Stockton, CA 95209",(209) 944-9799,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-eileen-p-primero%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsgmf-yelp-doctors&cachebuster=1647082975&website_link_type=website&src_bizid=KqP71qpgaRW2-nqHLAQEDw&s=9f07877ba582d46fdf2461c2d38756c54d54456ffbd8b4512296f58a73e37383,,https://www.yelp.com/biz/eileen-p-primero-md-stockton-2?osq=Pediatrician
Bayside Pediatrics - Stanford Children's Health,,,"5601 Norris Canyon Rd San Ramon, CA 94583",(925) 277-7550,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.stanfordchildrens.org%2Fen%2Flocation%2Fbayside-medical-group-san-ramon%3Futm_campaign%3Dyelp_profile_pages%26utm_medium%3Dorganic%26utm_source%3Dyelp&cachebuster=1647082984&website_link_type=website&src_bizid=SqSjSom4Nwx4MgKvB-DhaA&s=2c873fa7db4c3c24c9d9d51423970d3ea95302b97a0f4d15e4a023ce83b99ef6,,https://www.yelp.com/biz/bayside-pediatrics-stanford-childrens-health-san-ramon-2?osq=Pediatrician
Lamorinda Pediatrics,,,"930 Dewing Ave Lafayette, CA 94549",(925) 284-1800,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.lamorindapeds.com&cachebuster=1647082987&website_link_type=website&src_bizid=3fmMUpoM85yWdOaHwH6XgQ&s=a95a706251c63c553f3c06902b4d9704261dd9bbabe69befd2f895d14a9e5cd8,,https://www.yelp.com/biz/lamorinda-pediatrics-lafayette?osq=Pediatrician
"Bruce Hewett, MD",,,"421 Nut Tree Rd Vacaville, CA 95687",(707) 624-7500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.northbay.org%2Fdoctors%2Four-doctors%2Fphys1746.cfm&cachebuster=1647082989&website_link_type=website&src_bizid=-jkSnH98Tj7fx2xM2yl_wQ&s=11bb1a372acd3ce550d46382dadfdaa46e872800371e4ae9268a6efbc4978088,,https://www.yelp.com/biz/bruce-hewett-md-vacaville-2?osq=Pediatrician
